u_id,timestamp_actual,operation,operationCount
A0009,2015-10-30 21:20:00.000,scroll_down,3300
A0009,2015-10-30 21:20:00.000,scroll_up,863
A0009,2015-10-30 21:20:00.000,select,1
A0009,2015-10-30 21:20:00.000,target_clicked,1
A0009,2015-11-03 17:00:00.000,scroll_down,413
A0009,2015-11-03 17:00:00.000,scroll_up,25
A0009,2015-11-03 19:46:40.000,scroll_down,1148
A0009,2015-11-03 19:46:40.000,scroll_up,376
A0009,2015-11-03 19:46:40.000,select,3
A0009,2015-11-03 19:46:40.000,target_clicked,7
A0009,2015-11-04 01:20:00.000,scroll_down,148
A0009,2015-11-04 01:20:00.000,scroll_up,93
A0009,2015-11-04 01:20:00.000,select,2
A0009,2015-11-04 01:20:00.000,target_clicked,2
A0009,2015-11-06 00:33:20.000,scroll_down,945
A0009,2015-11-06 00:33:20.000,scroll_up,342
A0009,2015-11-06 00:33:20.000,select,1
A0009,2015-11-06 00:33:20.000,target_clicked,1
A0009,2015-11-12 20:26:40.000,scroll_down,1752
A0009,2015-11-12 20:26:40.000,scroll_up,326
A0009,2015-11-12 20:26:40.000,select,1
A0009,2015-11-12 20:26:40.000,target_clicked,10
A0009,2015-11-14 00:13:20.000,scroll_down,972
A0009,2015-11-14 00:13:20.000,scroll_up,89
A0009,2015-11-17 22:40:00.000,scroll_down,290
A0009,2015-11-17 22:40:00.000,scroll_up,84
A0009,2015-11-20 00:40:00.000,scroll_down,639
A0009,2015-11-20 00:40:00.000,scroll_up,74
A0009,2015-11-20 00:40:00.000,select,1
A0009,2015-11-20 00:40:00.000,target_clicked,1
A0009,2015-11-20 22:53:20.000,scroll_down,38
A0009,2015-11-20 22:53:20.000,scroll_up,144
A0009,2015-11-20 22:53:20.000,select,1
A0009,2015-11-20 22:53:20.000,target_clicked,1
A0010,2015-08-28 05:33:20.000,scroll_down,76
A0010,2015-08-28 05:33:20.000,scroll_up,44
A0010,2015-09-03 06:00:00.000,scroll_down,140
A0010,2015-09-03 06:00:00.000,target_clicked,3
A0010,2015-09-03 08:46:40.000,scroll_down,1147
A0010,2015-09-03 08:46:40.000,scroll_up,691
A0010,2015-09-03 08:46:40.000,select,2
A0010,2015-09-03 08:46:40.000,target_clicked,15
A0010,2015-09-03 19:53:20.000,scroll_down,86
A0010,2015-09-03 19:53:20.000,scroll_up,48
A0010,2015-09-03 22:40:00.000,scroll_down,571
A0010,2015-09-03 22:40:00.000,scroll_up,77
A0010,2015-09-03 22:40:00.000,target_clicked,1
A0010,2015-09-04 18:06:40.000,scroll_down,7
A0010,2015-09-17 03:20:00.000,scroll_down,17
A0010,2015-09-17 03:20:00.000,scroll_up,6
A0010,2015-09-17 06:06:40.000,scroll_down,12
A0010,2015-09-17 06:06:40.000,scroll_up,17
A0010,2015-09-17 06:06:40.000,target_clicked,2
A0010,2015-09-18 04:20:00.000,scroll_down,325
A0010,2015-09-18 04:20:00.000,target_clicked,1
A0010,2015-09-18 18:13:20.000,scroll_down,394
A0010,2015-09-18 18:13:20.000,scroll_up,74
A0010,2015-09-18 18:13:20.000,target_clicked,1
A0010,2015-09-18 21:00:00.000,scroll_down,94
A0010,2015-09-18 21:00:00.000,scroll_up,1
A0010,2015-09-18 21:00:00.000,target_clicked,1
A0010,2015-09-24 04:46:40.000,scroll_down,113
A0010,2015-09-24 04:46:40.000,scroll_up,25
A0010,2015-09-24 04:46:40.000,target_clicked,5
A0010,2015-09-24 07:33:20.000,scroll_down,367
A0010,2015-09-24 07:33:20.000,scroll_up,62
A0010,2015-09-24 07:33:20.000,target_clicked,3
A0010,2015-10-05 04:40:00.000,scroll_down,74
A0010,2015-10-05 07:26:40.000,scroll_down,173
A0010,2015-10-05 07:26:40.000,scroll_up,16
A0010,2015-10-05 07:26:40.000,target_clicked,4
A0010,2015-10-05 21:20:00.000,scroll_down,118
A0010,2015-10-05 21:20:00.000,scroll_up,74
A0010,2015-10-06 00:06:40.000,scroll_down,133
A0010,2015-10-06 00:06:40.000,scroll_up,65
A0010,2015-10-06 02:53:20.000,scroll_down,1031
A0010,2015-10-06 02:53:20.000,scroll_up,904
A0010,2015-10-06 02:53:20.000,select,1
A0010,2015-10-06 02:53:20.000,target_clicked,11
A0010,2015-10-06 19:33:20.000,scroll_down,128
A0010,2015-10-06 22:20:00.000,scroll_down,245
A0010,2015-10-06 22:20:00.000,scroll_up,36
A0010,2015-10-12 22:46:40.000,scroll_down,189
A0010,2015-10-12 22:46:40.000,scroll_up,87
A0010,2015-10-12 22:46:40.000,target_clicked,1
A0010,2015-10-14 02:33:20.000,scroll_down,1125
A0010,2015-10-14 02:33:20.000,scroll_up,465
A0010,2015-10-14 02:33:20.000,target_clicked,5
A0010,2015-10-14 05:20:00.000,scroll_up,47
A0010,2015-10-15 23:00:00.000,scroll_down,747
A0010,2015-10-15 23:00:00.000,scroll_up,372
A0010,2015-10-15 23:00:00.000,target_clicked,3
A0010,2015-10-16 01:46:40.000,scroll_down,329
A0010,2015-10-16 01:46:40.000,scroll_up,26
A0010,2015-10-17 22:13:20.000,scroll_down,24
A0010,2015-10-17 22:13:20.000,scroll_up,6
A0010,2015-10-17 22:13:20.000,target_clicked,1
A0010,2015-10-21 06:46:40.000,scroll_down,465
A0010,2015-10-21 06:46:40.000,scroll_up,257
A0010,2015-10-21 06:46:40.000,target_clicked,2
A0010,2015-10-22 07:46:40.000,scroll_down,527
A0010,2015-10-22 07:46:40.000,scroll_up,205
A0010,2015-10-22 13:20:00.000,scroll_down,117
A0010,2015-10-22 13:20:00.000,scroll_up,2
A0010,2015-10-22 13:20:00.000,target_clicked,1
A0010,2015-10-22 21:40:00.000,scroll_down,69
A0010,2015-10-22 21:40:00.000,scroll_up,10
A0010,2015-10-27 04:26:40.000,target_clicked,1
A0010,2015-10-27 07:13:20.000,scroll_down,51
A0010,2015-10-27 07:13:20.000,scroll_up,5
A0010,2015-10-27 07:13:20.000,select,45
A0010,2015-10-27 07:13:20.000,target_clicked,63
A0010,2015-10-27 21:06:40.000,scroll_down,58
A0010,2015-10-27 21:06:40.000,scroll_up,19
A0010,2015-10-27 21:06:40.000,select,1
A0010,2015-10-27 21:06:40.000,target_clicked,4
A0010,2015-10-28 02:40:00.000,scroll_down,171
A0010,2015-10-28 02:40:00.000,scroll_up,50
A0010,2015-10-28 02:40:00.000,target_clicked,3
A0010,2015-11-05 02:20:00.000,scroll_down,367
A0010,2015-11-05 02:20:00.000,scroll_up,244
A0010,2015-11-13 18:40:00.000,scroll_down,823
A0010,2015-11-13 18:40:00.000,scroll_up,350
A0010,2015-11-13 18:40:00.000,target_clicked,3
A0010,2015-11-13 21:26:40.000,scroll_down,19
A0010,2015-11-13 21:26:40.000,target_clicked,3
A0010,2015-11-14 00:13:20.000,scroll_down,674
A0010,2015-11-14 00:13:20.000,scroll_up,434
A0010,2015-11-14 00:13:20.000,target_clicked,8
A0010,2015-11-19 02:26:40.000,scroll_down,613
A0010,2015-11-19 02:26:40.000,scroll_up,81
A0010,2015-11-19 02:26:40.000,target_clicked,5
A0010,2015-11-21 21:06:40.000,target_clicked,1
A0011,2015-09-04 18:06:40.000,scroll_down,383
A0011,2015-09-04 18:06:40.000,scroll_up,402
A0011,2015-09-04 18:06:40.000,select,1
A0011,2015-09-04 18:06:40.000,target_clicked,11
A0011,2015-09-04 20:53:20.000,scroll_down,50
A0011,2015-09-04 20:53:20.000,scroll_up,62
A0011,2015-09-10 01:53:20.000,scroll_down,148
A0011,2015-09-10 01:53:20.000,scroll_up,149
A0011,2015-09-10 01:53:20.000,target_clicked,15
A0011,2015-09-12 01:06:40.000,scroll_down,120
A0011,2015-09-12 01:06:40.000,scroll_up,167
A0011,2015-09-12 01:06:40.000,select,3
A0011,2015-09-12 01:06:40.000,target_clicked,15
A0011,2015-09-16 05:06:40.000,scroll_down,249
A0011,2015-09-16 05:06:40.000,scroll_up,230
A0011,2015-09-16 05:06:40.000,target_clicked,9
A0011,2015-09-18 18:13:20.000,scroll_down,78
A0011,2015-09-18 18:13:20.000,scroll_up,85
A0011,2015-09-18 18:13:20.000,select,1
A0011,2015-09-18 18:13:20.000,target_clicked,2
A0011,2015-09-24 02:00:00.000,scroll_down,100
A0011,2015-09-24 02:00:00.000,scroll_up,107
A0011,2015-10-02 23:53:20.000,scroll_down,31
A0011,2015-10-02 23:53:20.000,scroll_up,30
A0011,2015-10-02 23:53:20.000,select,2
A0011,2015-10-02 23:53:20.000,target_clicked,7
A0011,2015-10-03 02:40:00.000,scroll_down,45
A0011,2015-10-03 02:40:00.000,scroll_up,64
A0011,2015-10-03 02:40:00.000,target_clicked,3
A0011,2015-10-03 05:26:40.000,scroll_down,27
A0011,2015-10-03 05:26:40.000,scroll_up,31
A0011,2015-10-03 19:20:00.000,scroll_down,50
A0011,2015-10-03 19:20:00.000,scroll_up,74
A0011,2015-10-03 22:06:40.000,scroll_down,66
A0011,2015-10-03 22:06:40.000,scroll_up,58
A0011,2015-10-04 00:53:20.000,scroll_down,43
A0011,2015-10-04 00:53:20.000,scroll_up,40
A0011,2015-10-10 18:00:00.000,scroll_down,62
A0011,2015-10-10 18:00:00.000,scroll_up,86
A0011,2015-10-10 18:00:00.000,target_clicked,5
A0011,2015-10-10 23:33:20.000,scroll_down,160
A0011,2015-10-10 23:33:20.000,scroll_up,156
A0011,2015-10-11 02:20:00.000,scroll_down,170
A0011,2015-10-11 02:20:00.000,scroll_up,185
A0011,2015-10-11 05:06:40.000,scroll_down,13
A0011,2015-10-11 05:06:40.000,scroll_up,20
A0011,2015-10-20 00:13:20.000,scroll_down,10
A0011,2015-10-20 00:13:20.000,scroll_up,4
A0011,2015-10-20 00:13:20.000,select,1
A0011,2015-10-20 00:13:20.000,target_clicked,5
A0011,2015-10-20 03:00:00.000,scroll_down,6
A0011,2015-10-20 03:00:00.000,scroll_up,19
A0011,2015-10-25 19:06:40.000,scroll_down,31
A0011,2015-10-25 19:06:40.000,scroll_up,12
A0011,2015-10-25 19:06:40.000,target_clicked,2
A0011,2015-10-25 21:53:20.000,scroll_down,20
A0011,2015-10-31 16:46:40.000,scroll_down,5
A0011,2015-10-31 16:46:40.000,scroll_up,10
A0011,2015-10-31 16:46:40.000,target_clicked,1
A0011,2015-10-31 19:33:20.000,scroll_down,21
A0011,2015-10-31 19:33:20.000,scroll_up,25
A0011,2015-11-20 03:26:40.000,scroll_down,55
A0011,2015-11-20 03:26:40.000,scroll_up,60
A0011,2015-11-20 03:26:40.000,select,2
A0011,2015-11-20 03:26:40.000,target_clicked,7
A0014,2015-10-23 19:53:20.000,select,2
A0014,2015-10-23 19:53:20.000,target_clicked,3
A0015,2015-10-15 23:00:00.000,scroll_down,171
A0015,2015-10-15 23:00:00.000,scroll_up,135
A0015,2015-10-15 23:00:00.000,target_clicked,1
A0018,2015-10-15 23:00:00.000,scroll_down,148
A0018,2015-10-15 23:00:00.000,scroll_up,76
A0018,2015-10-15 23:00:00.000,target_clicked,5
A0018,2015-10-16 01:46:40.000,scroll_down,7
A0018,2015-10-16 01:46:40.000,scroll_up,17
A0018,2015-10-29 23:06:40.000,scroll_down,87
A0018,2015-10-29 23:06:40.000,scroll_up,29
A0018,2015-10-29 23:06:40.000,select,1
A0018,2015-10-29 23:06:40.000,target_clicked,3
A0018,2015-10-30 18:33:20.000,scroll_down,11
A0018,2015-10-30 18:33:20.000,scroll_up,4
A0018,2015-10-30 21:20:00.000,scroll_down,7
A0018,2015-10-30 21:20:00.000,scroll_up,5
A0018,2015-11-03 00:20:00.000,scroll_down,8
A0018,2015-11-08 05:20:00.000,scroll_down,43
A0018,2015-11-17 22:40:00.000,scroll_down,10
A0018,2015-11-20 22:53:20.000,scroll_down,6
A0018,2015-11-20 22:53:20.000,scroll_up,1
A0019,2015-08-29 03:46:40.000,scroll_down,37
A0019,2015-08-29 03:46:40.000,scroll_up,19
A0019,2015-09-19 02:33:20.000,scroll_down,229
A0019,2015-09-19 02:33:20.000,scroll_up,193
A0019,2015-09-19 02:33:20.000,target_clicked,17
A0019,2015-09-24 07:33:20.000,scroll_down,7
A0019,2015-10-05 01:53:20.000,scroll_down,3
A0019,2015-10-05 01:53:20.000,scroll_up,19
A0019,2015-10-05 01:53:20.000,target_clicked,2
A0019,2015-10-06 08:26:40.000,scroll_down,59
A0019,2015-10-06 08:26:40.000,scroll_up,53
A0019,2015-10-06 08:26:40.000,target_clicked,1
A0019,2015-10-10 06:53:20.000,scroll_down,12
A0019,2015-10-10 06:53:20.000,target_clicked,3
A0019,2015-10-14 02:33:20.000,scroll_down,24
A0019,2015-10-14 02:33:20.000,scroll_up,7
A0019,2015-10-15 23:00:00.000,scroll_down,186
A0019,2015-10-15 23:00:00.000,scroll_up,51
A0019,2015-10-15 23:00:00.000,target_clicked,4
A0019,2015-10-16 01:46:40.000,scroll_down,231
A0019,2015-10-16 01:46:40.000,scroll_up,2
A0019,2015-10-16 01:46:40.000,target_clicked,5
A0019,2015-10-16 21:13:20.000,target_clicked,3
A0019,2015-10-17 00:00:00.000,scroll_down,48
A0019,2015-10-17 00:00:00.000,scroll_up,18
A0019,2015-10-17 00:00:00.000,target_clicked,8
A0019,2015-10-17 02:46:40.000,scroll_up,1
A0019,2015-10-28 05:26:40.000,scroll_down,61
A0019,2015-10-28 05:26:40.000,scroll_up,8
A0019,2015-10-28 05:26:40.000,target_clicked,1
A0019,2015-11-02 18:46:40.000,target_clicked,2
A0019,2015-11-02 21:33:20.000,scroll_down,57
A0019,2015-11-02 21:33:20.000,scroll_up,37
A0019,2015-11-12 23:13:20.000,scroll_down,15
A0019,2015-11-12 23:13:20.000,target_clicked,1
A0019,2015-11-17 17:06:40.000,scroll_down,16
A0019,2015-11-17 17:06:40.000,target_clicked,3
A0019,2015-11-20 22:53:20.000,scroll_down,94
A0019,2015-11-20 22:53:20.000,scroll_up,49
A0019,2015-11-20 22:53:20.000,target_clicked,7
A0020,2015-09-16 02:20:00.000,scroll_down,750
A0020,2015-09-16 02:20:00.000,scroll_up,181
A0020,2015-09-16 02:20:00.000,select,1
A0020,2015-09-16 02:20:00.000,target_clicked,7
A0020,2015-10-02 01:40:00.000,scroll_down,1227
A0020,2015-10-02 01:40:00.000,scroll_up,48
A0020,2015-10-09 00:20:00.000,scroll_down,225
A0020,2015-10-09 00:20:00.000,scroll_up,2
A0020,2015-10-13 07:06:40.000,scroll_down,1305
A0020,2015-10-13 07:06:40.000,scroll_up,245
A0020,2015-10-13 18:13:20.000,scroll_down,105
A0020,2015-10-13 18:13:20.000,scroll_up,1
A0020,2015-10-13 18:13:20.000,select,1
A0020,2015-10-13 18:13:20.000,target_clicked,1
A0020,2015-10-22 18:53:20.000,scroll_down,423
A0020,2015-10-22 18:53:20.000,scroll_up,18
A0020,2015-10-28 16:33:20.000,scroll_down,49
A0020,2015-10-28 22:06:40.000,scroll_down,1395
A0020,2015-10-28 22:06:40.000,scroll_up,268
A0020,2015-10-28 22:06:40.000,target_clicked,6
A0020,2015-10-29 23:06:40.000,scroll_down,258
A0020,2015-10-29 23:06:40.000,scroll_up,141
A0020,2015-10-29 23:06:40.000,target_clicked,2
A0020,2015-10-30 21:20:00.000,scroll_down,934
A0020,2015-10-30 21:20:00.000,scroll_up,63
A0020,2015-10-30 21:20:00.000,target_clicked,2
A0020,2015-11-03 00:20:00.000,select,1
A0020,2015-11-03 00:20:00.000,target_clicked,3
A0020,2015-11-04 06:53:20.000,scroll_down,3489
A0020,2015-11-04 06:53:20.000,scroll_up,1037
A0020,2015-11-04 06:53:20.000,select,1
A0020,2015-11-04 06:53:20.000,target_clicked,1
A0020,2015-11-04 18:00:00.000,scroll_down,1063
A0020,2015-11-04 18:00:00.000,scroll_up,276
A0020,2015-11-05 05:06:40.000,scroll_down,1131
A0020,2015-11-05 05:06:40.000,scroll_up,165
A0020,2015-11-05 05:06:40.000,select,2
A0020,2015-11-05 05:06:40.000,target_clicked,8
A0020,2015-11-11 00:00:00.000,scroll_down,9
A0020,2015-11-11 00:00:00.000,scroll_up,3
A0020,2015-11-11 00:00:00.000,select,2
A0020,2015-11-11 00:00:00.000,target_clicked,7
A0020,2015-11-20 22:53:20.000,scroll_down,681
A0020,2015-11-20 22:53:20.000,scroll_up,3
A0021,2015-09-06 20:06:40.000,scroll_down,349
A0021,2015-09-06 20:06:40.000,scroll_up,69
A0021,2015-09-06 20:06:40.000,target_clicked,3
A0021,2015-09-07 01:40:00.000,scroll_down,633
A0021,2015-09-07 01:40:00.000,scroll_up,172
A0021,2015-09-07 01:40:00.000,target_clicked,4
A0021,2015-09-07 04:26:40.000,scroll_down,523
A0021,2015-09-07 04:26:40.000,scroll_up,189
A0021,2015-09-07 04:26:40.000,target_clicked,3
A0021,2015-09-24 04:46:40.000,scroll_down,650
A0021,2015-09-24 04:46:40.000,scroll_up,137
A0021,2015-09-24 04:46:40.000,select,1
A0021,2015-09-24 04:46:40.000,target_clicked,6
A0021,2015-09-26 01:13:20.000,scroll_down,353
A0021,2015-09-26 01:13:20.000,target_clicked,1
A0021,2015-09-26 04:00:00.000,scroll_down,415
A0021,2015-09-26 04:00:00.000,scroll_up,22
A0021,2015-09-30 02:26:40.000,scroll_down,225
A0021,2015-09-30 02:26:40.000,scroll_up,22
A0021,2015-09-30 02:26:40.000,target_clicked,1
A0021,2015-09-30 05:13:20.000,scroll_down,617
A0021,2015-09-30 05:13:20.000,scroll_up,233
A0021,2015-09-30 05:13:20.000,target_clicked,3
A0022,2015-08-28 16:40:00.000,scroll_down,12
A0022,2015-08-28 16:40:00.000,scroll_up,9
A0022,2015-08-28 16:40:00.000,target_clicked,2
A0022,2015-09-03 17:06:40.000,scroll_down,1
A0022,2015-09-03 17:06:40.000,scroll_up,1
A0022,2015-09-03 17:06:40.000,target_clicked,1
A0022,2015-10-15 23:00:00.000,scroll_down,102
A0022,2015-10-15 23:00:00.000,scroll_up,39
A0022,2015-10-15 23:00:00.000,target_clicked,4
A0022,2015-10-16 18:26:40.000,scroll_down,181
A0022,2015-10-16 18:26:40.000,scroll_up,107
A0022,2015-10-16 18:26:40.000,select,1
A0022,2015-10-16 18:26:40.000,target_clicked,7
A0024,2015-10-15 23:00:00.000,scroll_down,935
A0024,2015-10-15 23:00:00.000,scroll_up,240
A0024,2015-10-15 23:00:00.000,select,4
A0024,2015-10-15 23:00:00.000,target_clicked,27
A0024,2015-11-02 21:33:20.000,scroll_down,111
A0024,2015-11-02 21:33:20.000,scroll_up,69
A0024,2015-11-02 21:33:20.000,target_clicked,2
A0024,2015-11-06 00:33:20.000,scroll_down,175
A0024,2015-11-06 00:33:20.000,scroll_up,52
